ota_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
irkutsk_city_center,Отель Иркутск Сити Центр,2026-05-25,206,1,2,0.49,9500.00
victory_hotel_4,Гостиница Виктория,2026-05-25,30,6,12,20.0,3800.00
tajga_hotel,Отель Тайга,2026-05-25,44,6,11,13.64,4900.00
magnetit,Отель Магнетит,2026-05-25,55,19,24,34.55,3100.00
baikal_forest_hotel,Отель Форест,2026-05-25,156,2,4,1.28,5179.00
vozdushnaya_gavan,Отель Воздушная Гавань,2026-05-25,140,15,30,10.71,5143.00
montana_hostel,Меблированные комнаты Montana,2026-05-25,9,1,2,11.11,1800.00
empire_hotel_3,Гостиница Империя,2026-05-25,49,6,11,12.24,5400.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,2026-05-25,8,4,7,50.0,4650.00
yakovlev_hotel,Отель Яковлевъ,2026-05-25,25,7,15,28.0,3010.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,2026-05-25,46,27,54,58.7,13500.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,2026-05-25,15,10,18,66.67,3219.00
best_eastern_hotel_zvezda,Отель Звезда,2026-05-25,65,4,8,6.15,12952.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,2026-05-25,56,51,98,91.07,3244.00
podlemorie_hotel,Отель Подлеморье,2026-05-25,14,9,20,64.29,4000.00
grand_baikal,Отель Гранд Байкал,2026-05-25,64,10,19,15.62,2769.00
baykal_khan_listvyanka,Отель Байкал Хан п.Листвянка,2026-05-25,18,17,41,94.44,6000.00
malinovka_3,Малиновка,2026-05-25,0,4,12,100.0,2571.00
atlas_hotel_3,Гостиница Атлас,2026-05-25,29,10,21,34.48,3563.10
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,2026-05-25,100,26,53,26.0,6500.00
miniotel_good_hotel,Мини-Отель Good Hotel,2026-05-25,6,7,15,100.0,2200.00
gostevoy_dom_sunrise,Sunrise,2026-05-25,0,3,8,100.0,8410.00
aura_living_quarters,Меблированные комнаты Аура,2026-05-25,0,6,6,100.0,5838.00
otel_irkut,Отель Иркут,2026-05-25,30,16,32,53.33,3500.00
baikal_view_hotel,Baikal View Hotel,2026-05-25,99,3,8,3.03,21001.00
history_boutiquehotel,Отель HISTORY Бутик-отель и СПА,2026-05-25,40,20,40,50.0,24438.75
hotel_harats_inn,Отель Harat's inn,2026-05-25,12,9,9,75.0,4947.00
guest_house_baykaliya,Байкалия,2026-05-25,0,6,18,100.0,7421.00
otel_tsentral,Отель Централь,2026-05-25,48,12,24,25.0,7200.00
inn_business_hall,Отель Business Hall,2026-05-25,18,11,22,61.11,4420.00
minihotel_albatros,Гостиница Альбатрос,2026-05-25,12,10,26,83.33,2700.00
taiga_2,Отель Taiga,2026-05-25,101,1,1,0.99,16029.00
angara_hotel,Ангара Отель,2026-05-25,300,13,22,4.33,4250.00
the_sky_of_lake_baikal,Небо Байкала,2026-05-25,0,7,15,100.0,2968.00
